@info
{
    "table":{
        "name":"candset_minus_gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT
23519,2100,6637,b'Metro: Last Light - Limited Edition',b'Metro: Last Light',05/14/2013,05/14/2013
23520,1691,236,b'Dishonored Game of the Year',"b""Assassin's Creed II: Game of the Year Edition""",10/08/2013,01/01/2010
23521,542,3379,b'Hasbro Family Game Night Fun Pack',b'Hasbro Family Game Night',11/01/2011,11/10/2009
23522,2119,3991,b'MLB 2K13',b'MLB 08: The Show',03/05/2013,03/04/2008
23523,117,2558,b'BioShock 2  Special Edition',b'BioShock 2 (Special Edition)',02/09/2010,02/09/2010
23524,2652,3404,b'The Elder Scrolls V: Skyrim',b'The Elder Scrolls IV: Shivering Isles',11/11/2011,11/20/2007
23525,2551,221,b'Soldner-X 2: Final Prototype',"b""Final Fantasy XIII-2: Serah's Weapon - Genji Bow""",05/25/2010,03/06/2012
23526,2559,6416,b'Sonic the Fighters',b'Sonic & All-Stars Racing Transformed',11/27/2012,11/18/2012
23527,1159,1294,b'Supreme Commander 2',b'Supreme Commander 2',03/16/2010,03/16/2010
23528,2347,3771,b'Real Steel',b'Duke Nukem Forever (Balls of Steel Edition)',10/18/2011,06/14/2011
23529,1072,2399,b'Sine Mora',b'Sine Mora',03/31/2012,03/21/2012
23530,3729,4622,b'WWE SmackDown vs. Raw 2009',b'WWE Smackdown vs. Raw 2009',11/09/2009,11/09/2008
23531,1628,4856,b'Dance Dance Revolution',b'Just Dance 3',11/16/2010,12/06/2011
23532,1188,1368,b'The Darkness II',"b""Penny Arcade's On the Rain-Slick Precipice of Darkness 4""",02/07/2012,06/11/2013
23533,1029,3083,b'Sam & Max Beyond Time and Space',b'Crash Time 5: Undercover',10/14/2009,10/02/2012
23534,967,5687,b'Red Dead Redemption: Undead Nightmare',"b""Assassin's Creed III: The Tyranny of King Washington - The Redemption""",11/23/2010,04/23/2013
23535,1133,5308,b'Star Trek: Legacy',b'Phantasy Star Universe',12/15/2006,10/24/2006
23536,174,1658,"b""Cabela's Outdoor Adventures""","b""Cabela's Survival: Shadows of Katmai""",09/09/2009,11/01/2011
23537,1112,3083,b'Space Channel 5: Part 2',b'Crash Time 5: Undercover',10/05/2011,10/02/2012
23538,1562,5235,"b""Cabela's Survival: Shadows of Katmai""",b'The Walking Dead: Survival Instinct',11/01/2011,03/19/2013
23539,708,1682,b'Mass Effect 2',b'Mass Effect 2: Lair of the Shadow Broker',01/26/2010,09/07/2010
23540,2469,3772,b'Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage',b'Duke Nukem Forever: Hail to the Icons Parody Pack',12/20/2012,10/11/2011
23541,189,3125,b'Call of Juarez: Bound in Blood',b'Call of Duty: Modern Warfare 2 - Stimulus Package',06/30/2009,03/30/2010
23542,3683,4242,b'Wacky World of Sports',b'Wacky World of Sports',09/22/2009,09/22/2009
23543,187,3246,b'Call of Duty: World at War',b'Gears of War 3',11/11/2008,09/20/2011
23544,1103,2108,b'Sonic the Hedgehog 2',b'Sonic the Hedgehog 3',01/26/2011,06/11/2009
23545,447,6186,b'Final Fight: Double Impact',b'Final Fantasy XIII-2 (Final Fantasy XIII -Episode i- Novella In-Pack)',04/14/2010,01/31/2012
23546,187,1660,b'Call of Duty: World at War',b'Call of Duty',11/11/2008,12/02/2009
23547,3585,1989,b'Teenage Mutant Ninja Turtles',b'Ninja Gaiden',10/21/2013,12/21/2009
23548,3276,4881,b'Major League Baseball 2K9',b'World Class Baseball',03/03/2009,09/21/2007
23549,3613,1128,b'The Legend of Spyro: Dawn of the Dragon',"b""The Legend of Zelda: Majora's Mask""",10/21/2008,05/18/2009
23551,2188,2239,b'NBA Street Homecourt',b'NBA Jam: On Fire Edition',02/06/2007,10/04/2011
23552,1901,3921,b'High Velocity Bowling',b'Brunswick Pro Bowling',12/06/2007,09/21/2010
23553,604,981,b'Kinect Rush: A Disney Pixar Adventure',b'Final Fantasy XI Online: A Shantotto Ascention',03/20/2012,10/26/2009
23554,1853,1779,b'Grand Theft Auto IV: The Complete Edition',b'Watchmen: The End is Nigh - The Complete Experience',10/26/2010,07/21/2009
23555,1229,343,b'The Walking Dead: Episode 1: A New Day',b'Medal of Honor (Tier 1 Edition)',04/27/2012,10/12/2010
23556,2710,1062,"b""Tom Clancy's Ghost Recon Advanced Warfighter 2""",b'Sniper: Ghost Warrior 2',08/23/2007,03/12/2013
23557,2217,823,b'NHL 11',b'NHL 09',09/07/2010,09/11/2008
23558,875,93,b'Open Season',b'The Wolf Among Us: Season Pass',09/18/2006,10/11/2013
23559,2053,3664,"b""Mafia II: Director's Cut""",b'Mafia II: Greaser Pack',07/05/2011,09/28/2010
23560,2313,4438,b'Puzzle Chronicles',b'Super Puzzle Fighter II Turbo HD Remix',04/22/2010,08/30/2007
23561,1706,4721,b'Dragon Age: Origins',b'Dragon Age: Origins - Feastday Combo Pack',11/03/2009,04/01/2010
23562,1361,4927,b'Worms Collection',b'Worms 2: Armageddon',05/21/2013,07/01/2009
23563,216,282,b'Chronicles of Riddick: Assault on Dark Athena',b'Zoids Assault',04/07/2009,09/09/2008
23564,2546,1062,b'Sniper: Ghost Warrior 2',b'Sniper: Ghost Warrior 2',03/12/2013,03/12/2013
23565,2629,1330,b'Tekken 5: Dark Resurrection',b'The Walking Dead: Episode 5 - No Time Left',07/25/2006,11/20/2012
23566,489,2362,b'Gotham City Impostors',b'Project Gotham Racing 4',02/08/2012,10/02/2007
23567,2723,1756,b'Tomb Raider: The Final Hours Edition',b'Tomb Raider III: Adventures of Lara Croft',03/05/2013,09/17/2009
23568,1294,1101,b'Trivial Pursuit',b'Need for Speed: Hot Pursuit (Limited Edition)',03/10/2009,11/16/2010
23569,2706,676,b'ToeJam & Earl in Panic on Funkotron',b'ToeJam & Earl',11/06/2012,11/06/2012
23570,3244,3644,"b""Let's Dance with Mel B""",b'Dance On Broadway',04/24/2012,06/15/2010
23571,621,4301,b'Lara Croft and the Guardian of Light',b'Lara Croft Tomb Raider: Legend',08/18/2010,04/11/2006
23572,1800,5757,b'Fight Night Round 4',b'Skylanders: Swap Force - Night Shift',06/23/2009,10/16/2013
23573,1806,3434,b'Final Fantasy XIV: A Realm Reborn',b'Final Fantasy VII',08/27/2013,06/02/2009
23574,2367,2535,b'Resident Evil 5: Gold Edition',b'Biohazard 5 (Alternative Edition) / Biohazard: Revival Selection Twin Pack',03/09/2010,03/15/2012
23575,381,4597,b'Earth Defense Force Insect Armageddon',b'Skylanders: Swap Force - Star Strike (LightCore)',07/05/2011,10/13/2013
23576,323,2889,b'Dirt: Showdown',b'Fast & Furious: Showdown',06/12/2012,05/21/2013
23578,469,3267,b'G.I. Joe: The Rise of Cobra',b'G.I. Joe: The Rise of Cobra',08/04/2009,08/04/2009
23579,594,2410,b'Kane & Lynch 2: Dog Days',b'Skylanders Giants: Bash (Series 2) / Spyro (Series 2) / Hot Dog',08/17/2010,06/18/2013
23580,1804,2385,b'Final Fantasy XIII-2',b'Lightning Returns: Final Fantasy XIII - FFVII Cloud',01/31/2012,02/11/2014
23581,1270,456,b'Tomb Raider: Legend',b'Tomb Raider: Shanty Town',04/11/2006,03/05/2013
23582,2076,2198,b'Mass Effect 2',b'Mass Effect 3: Resurgence Multiplayer Expansion',01/18/2011,04/10/2012
23583,3288,1946,b'Mario Power Tennis',b'Mario Party 8',03/09/2009,05/29/2007
23584,639,3048,b'LEGO Rock Band',b'Band of Bugs',11/03/2009,06/20/2007
23585,2501,514,b'SingStar Fussballhits',b'SingStar',06/11/2010,05/20/2008
23586,1614,6343,b'Crash Time 4: The Syndicate',"b""Ratchet & Clank: A Crack in Time (Collector's Edition)""",04/27/2012,11/06/2009
23587,3526,6137,b'Skylanders Giants',b'Skylanders Giants: Ninjini',10/21/2012,02/27/2013
23588,1164,2727,b'Tekken 6',"b'Memories Off 6: NR - ""T-wave"" Second Chapter (Genteiban)'",10/27/2009,08/27/2009
23589,2675,2395,b'The Penguins of Madagascar: Dr. Blowhole Returns - Again!',b'Lightning Returns: Final Fantasy XIII - The Samurai Collection',09/06/2011,01/28/2014
23590,999,4080,b'Rock Band Track Pack Volume 2',b'Track & Field',11/17/2008,08/08/2007
23591,119,2563,b'BioShock Infinite: Burial at Sea',b'BioShock Infinite: Clash in the Clouds',,07/30/2013
23592,3570,1420,b'Super Mario Galaxy 2',b'Super Mario Bros. 3',05/23/2010,11/05/2007
23593,328,3818,b'Disney Sing It',"b""Disney Pirates of the Caribbean: At World's End""",10/21/2008,05/22/2007
23594,609,5385,b'Kinect Star Wars',b'Fruit Ninja Kinect: 8-bit Cartridge',04/03/2012,08/31/2012
23595,2710,3210,"b""Tom Clancy's Ghost Recon Advanced Warfighter 2""",b'God of War: Ghost of Sparta',08/23/2007,10/06/2011
23596,2080,846,b'Matt Hazard: Blood Bath and Beyond',b'007: Blood Stone',01/07/2010,11/02/2010
23597,257,1818,b'Dance Dance Revolution Universe',b'Dance Dance Revolution Universe 2',03/27/2007,12/04/2007
23598,1109,481,b'Soul Calibur IV & Tekken 6',b'Grand Theft Auto IV',10/30/2012,04/29/2008
23599,2245,5658,b'One Piece: Pirate Warriors 2',b'Ikari Warriors II: Victory Road',09/30/2013,11/22/2011
23600,684,5203,b'Mahjong Dream C Club',b'Midnight Club: Los Angeles (Complete Edition)',03/29/2012,10/09/2009
23601,3257,5713,"b""Luxor: Pharaoh's Challenge""",b'Sprint Car Challenge',01/15/2008,01/21/2011
23602,2723,2852,b'Tomb Raider: The Final Hours Edition',b'Final Fantasy X | X-2 HD Remaster (Limited Edition)',03/05/2013,03/18/2014
23603,3633,5255,b'Thomas & Friends Hero of the Rails',b'Hanjuku Hero',,10/30/2007
23604,476,3250,b'Gears of War 3: Limited Edition',b'Gears of War 3 (Limited Edition)',09/20/2011,09/20/2011
23605,3090,3505,b'Fire Emblem: Radiant Dawn',b'Skylanders: Swap Force - Fire Kraken / Grilla Drilla',11/05/2007,11/15/2013
23606,2354,1085,b'Red Baron Arcade',b'Capcom Arcade Cabinet: 1985-II Pack',09/18/2008,04/02/2013
23607,347,6327,b'Dragon Age: Origins - Awakening',"b""Dragon Age: Origins (Collector's Edition)""",03/16/2010,11/03/2009
23608,2787,6008,b'White Knight Chronicles II',b'Pinball Arcade Table Pack 4: Creature from the Black Lagoon and Black Knight',09/13/2011,09/25/2012
23609,1601,2849,b'Cloudy With a Chance of Meatballs',"b""Final Fantasy XIV Online: A Realm Reborn (Collector's Edition)""",09/18/2009,08/27/2013
23610,604,2079,b'Kinect Rush: A Disney Pixar Adventure',"b""A Madman's Guide to Happiness""",03/20/2012,12/09/2010
23611,739,6050,b'Military Madness: Nectaris',b'Monster Madness: Battle for Suburbia',09/30/2009,06/12/2007
23612,2573,6691,b'Space Ace',b'Dead Space 2 (Limited Edition)',02/22/2011,01/25/2011
23613,3570,6736,b'Super Mario Galaxy 2',b'Mario Kart 64',05/23/2010,01/29/2007
23614,2221,825,b'NHL 2K10',b'NHL 11',09/15/2009,09/07/2010
23615,1830,3111,b'Genji: Days of the Blade',b'The Last Blade',11/13/2006,04/26/2007
23616,1805,3439,b'Final Fantasy XIV',b'Final Fantasy XIII-2 (Crystal Edition)',09/21/2010,02/03/2012
23617,2486,3099,b'Shutsugeki!! Otometachi no Senjou 2: Yuukoku o Kakeru Koujo no Tsubasa',b'Kuroi Hitomi no Noah: Cielgris Fantasm',06/21/2012,01/30/2008
23618,1721,4743,b'Droplitz',b'Droplitz',06/25/2009,06/25/2009
23620,1471,5027,b'Attouteki Yuugi: Mugen Souls Z',b'Wizardry: Labyrinth of Lost Souls',04/25/2013,06/02/2011
23621,97,4648,b'Battlestations: Pacific',b'Battlestations: Midway',05/12/2009,02/09/2007
23622,980,4091,b'Resident Evil: Operation Raccoon City',b'Triple Pack: Outland / From Dust / Beyond Good & Evil HD',03/20/2012,09/21/2012
23623,946,1290,b'Raiden IV',b'Super Street Fighter IV: Arcade Edition',09/08/2009,06/07/2011
23624,1134,2111,b'Star Wars: The Force Unleashed',b'Sonic Unleashed',09/16/2008,11/27/2008
23625,2254,1914,b'Painkiller: Hell and Damnation',b'Overlord: Raising Hell',02/15/2013,06/24/2008
23626,2466,3488,b'Sengoku Basara 3 Utage',b'Sengoku Basara HD Collection',11/10/2011,08/30/2012
23627,1461,234,"b""Assassin's Creed: Revelations""","b""Assassin's Creed II""",11/15/2011,11/17/2009
23628,690,420,b'Major League Baseball 2K7',b'UEFA Champions League 2006-2007',02/26/2007,03/20/2007
23629,2708,4055,"b""Tom Clancy's EndWar""","b""Tom Clancy's EndWar (Pre-Order Pack)""",11/04/2008,11/06/2008
23630,2183,2227,b'NBA Ballers: Chosen One',b'NBA 09: The Inside',04/21/2008,10/07/2008
23631,2220,828,b'NHL 14',b'NHL 2K7',,01/01/2007
23632,842,2276,b'NFL Tour',b'Madden NFL 08',01/08/2008,08/14/2007
23633,1109,2728,b'Soul Calibur IV & Tekken 6',b'Memories Off 6: T-wave',10/30/2012,08/27/2009
23634,260,1816,b'Dance Paradise',b'Dance Central',02/15/2011,11/04/2010
23635,1868,2993,b'Guitar Hero 5',b'Guitar Hero Smash Hits',09/01/2009,06/16/2009
23636,2758,4017,"b""Uncharted 3: Drake's Deception""","b""Uncharted 3: Drake's Deception (Explorer Edition)""",11/01/2011,11/02/2011
23637,381,4598,b'Earth Defense Force Insect Armageddon',b'Skylanders: Swap Force - Stink Bomb',07/05/2011,12/29/2013
23638,998,6401,b'Rock Band Country Track Pack',b'Rock Band 2',07/21/2009,09/14/2008
23639,1986,4181,b'Kung-Fu Live',b'Live by the Sword',12/07/2010,01/01/2010
23640,1060,277,b'Sharin no Kuni," Himawari no Shoujo'",b'Yukkuri no Meiky\xc5\xab',10/28/2010
23641,3170,2957,b'Hot Wheels: Battle Force 5',b'Last Battle',11/17/2009,09/09/2008
23642,1972,3772,b'Ken to Mahou to Gakuen Mono. 3',b'Duke Nukem Forever: Hail to the Icons Parody Pack',10/07/2010,10/11/2011
23643,261,3802,"b""Dance! It's Your Stage""",b'Disney High School Musical 3: Senior Year Dance!',09/08/2010,10/28/2008
23644,2575,5165,b'Space Invaders Infinity Gene',b'Disney Infinity: Agent P',09/14/2010,04/29/2014
23645,1002,4707,b'Rock of Ages',b'Advanced Rock Paper Scissors',08/31/2011,08/12/2009
23646,841,2279,b'NFL Head Coach 09',b'Madden NFL 11',09/02/2008,08/10/2010
23647,604,2126,b'Kinect Rush: A Disney Pixar Adventure',b'Disney Universe',03/20/2012,10/25/2011
23648,1264,6580,"b""Tom Clancy's Splinter Cell: Blacklist""","b""Tom Clancy's Splinter Cell: Conviction (Shadow Edition)""",08/20/2013,04/16/2010
23649,338,2164,b'Don Bradman Cricket',b'International Cricket 2010',04/11/2014,06/18/2010
23650,1153,5849,b'Super Street Fighter IV: Arcade Edition',b'Xbox Live Arcade Unplugged Volume 1',12/16/2010,09/05/2006
23651,326,1496,b'Disney Epic Mickey 2: The Power of Two',b'Sam & Max: Season Two',11/18/2012,10/14/2009
23652,150,944,b'Borderlands: The Pre-Sequel',b'Borderlands: The Secret Armory of General Knoxx',10/17/2014,02/23/2010
23653,3491,4401,b'Samurai Shodown Anthology',b'Samurai Warriors 3',,09/27/2010
23654,2722,1754,b'Tomb Raider Trilogy',b'Tomb Raider: Hunter Skin',03/22/2011,03/26/2013
23655,3526,6158,b'Skylanders Giants',"b""Skylanders: Spyro's Adventure - Drobot / Flameslinger / Stump Smash""",10/21/2012,10/16/2011
23656,3358,3456,b'NBA 2K13',b'NBA Jam',10/02/2012,10/05/2010
23657,1914,6351,b'How to Train Your Dragon',b'Ratchet & Clank: Up Your Arsenal',03/23/2010,06/27/2012
23658,112,2549,b'Bionic Commando (2009)',b'Bionic Commando Rearmed',05/22/2009,08/13/2008
23659,250,1806,b'CSI: Hard Evidence',b'CSI: Crime Scene Investigation - Hard Evidence',09/27/2007,09/25/2007
23660,837,1111,b'Need for Speed: The Run',b'Need for Speed: The Run (Limited Edition) - GameStop.com Pre-Order Version',11/15/2011,11/15/2011
23661,1234,5674,b'The Walking Dead: Survival Instinct',"b""A Snowman's Survival""",03/19/2013,11/29/2010
23662,2914,4099,b'Boom Blox',b'Boom Blox Bash Party',05/06/2008,05/19/2009
23663,25,4170,"b""Alan Wake's American Nightmare""",b'Alan Wake: The Writer',02/22/2012,10/12/2010
23664,2204,1634,b'Need for Speed: Hot Pursuit',b'Skylanders Giants: Bash (Series 2) / Spyro (Series 2) / Hot Dog',11/16/2010,06/18/2013
23665,326,2126,b'Disney Epic Mickey 2: The Power of Two',b'Disney Universe',11/18/2012,10/25/2011
23666,1795,3655,b'FIFA Soccer 13',b'Madden NFL 13',09/25/2012,08/28/2012
23667,2077,4366,b'Mass Effect 3',b'Mass Effect 3: Groundside Resistance Pack',03/06/2012,10/16/2012
23668,1453,227,"b""Assassin's Creed Ezio Trilogy""","b""Assassin's Creed Anthology""",11/13/2012,11/30/2012
23669,1997,2383,b'Legends: Warriors of Troy',b'Lightning Returns: Final Fantasy XIII - FF LEGENDS Collection',03/15/2011,12/17/2013
23670,473,4568,b'Gears of War',b'Gears of War (2-Disc Edition)',11/07/2006,07/06/2008
23671,1815,3317,b'Formula One Championship Edition',b'Championship Bass',02/27/2007,01/21/2010
23672,1756,6213,b'Eureka Seven AO: Jungfrau no Hanabanatachi',b'Chocobo no Fushigi na Dungeon',09/20/2012,08/25/2010
23673,902,1934,b'Planet 51',b'Planet 51: The Game',11/17/2009,11/06/2009
23674,1839,3207,b'God of War Saga Collection',b'God of War: Ascension',08/28/2012,03/12/2013
23675,3321,5921,b'Monster Hunter G',"b""Cabela's Big Game Hunter 2012""",04/03/2009,09/27/2011
23676,3526,164,b'Skylanders Giants',b'Skylanders: Trap Team',10/21/2012,10/05/2014
23677,2472,2047,b'Shadow of the Colossus',b'Shadow Tower',01/17/2012,09/27/2007
23678,1261,6579,"b""Tom Clancy's Rainbow 6: Patriots""","b""Tom Clancy's Splinter Cell: Conviction (Limited Collector's Edition)""",,04/15/2010
23679,2360,1432,b'Red Faction: Guerrilla',b'Red Faction II',06/02/2009,05/15/2012
23680,2186,2231,b'NBA Live 09',b'NBA 2K12',10/07/2008,10/04/2011
23681,1803,3429,b'Final Fantasy XIII',b'Final Fantasy III',03/09/2010,12/06/2011
23682,2056,5433,b'Mahjong Dream C Club',b'Tehodoki Mahjong: Ny\xc5\xabmon-hen',04/05/2012,11/25/2009
23683,1200,3253,b'The History Channel: Civil War - A Nation Divided',b'Gears of War: Judgment (Limited Edition)',11/10/2006,03/22/2013
23684,1261,6581,"b""Tom Clancy's Rainbow 6: Patriots""","b""Tom Clancy's Splinter Cell: Double Agent""",,10/17/2006
23685,228,3613,b'Command & Conquer: Red Alert 3',b'Carrier Command: Gaea Mission',11/14/2008,12/28/2012
23686,811,253,b'NBA Live 09',b'NBA 2K14',10/07/2008,10/01/2013
23687,115,2565,b'BioShock',b'BioShock Infinite (Premium Edition)',08/21/2007,03/26/2013
23688,1219,3606,b'The Simpsons Arcade Game',b'Capcom Arcade Cabinet: All-in-One Pack',02/03/2012,05/21/2013
23689,1636,5437,"b""Dark Souls: Collector's Edition""",b'Tekken: Dark Resurrection',09/15/2011,03/01/2007
23690,979,1710,b'Resident Evil Code: Veronica X HD',b'Resident Evil: Revelations',09/27/2011,08/09/2013
23691,568,4496,b'Iron Brigade',b'Iron Brigade',06/22/2011,06/22/2011
23692,479,3255,b'Gears of War: Judgment',b'Gears of War: Triple Pack',03/19/2013,02/15/2011
23693,2473,5983,b'Shadows of the Damned',b'Grand Theft Auto IV: The Lost and Damned',06/21/2011,04/13/2010
23694,2191,2217,b'NCAA Basketball 10',b'Mega Man 10',11/17/2009,03/11/2010
23695,642,4319,b'LEGO Star Wars: The Complete Saga',b'LEGO Harry Potter: Years 5-7',11/06/2007,11/11/2011
23696,2005,660,b'LEGO Pirates of the Caribbean: The Video Game',b'LEGO Indiana Jones 2: The Adventure Continues ',05/10/2011,11/17/2009
23697,94,3327,b'Battlefield: Bad Company 2 Ultimate Edition',b'Battlefield 3: Aftermath',,12/18/2012
23698,2807,4006,b'WWE SmackDown vs. Raw 2009',b'UFC 2009 Undisputed',11/09/2008,05/19/2009
23699,1134,5309,b'Star Wars: The Force Unleashed',b'Phantasy Star Universe: Ambition of the Illuminus',09/16/2008,11/20/2007
23700,2298,1616,b'Pro Evolution Soccer 2011',b'FIFA Soccer 11',10/19/2010,09/28/2010
23701,832,1108,b'Need for Speed: Hot Pursuit',b'Need for Speed: The Run',11/16/2010,11/15/2011
23702,2533,5766,"b""Skylanders: Spyro's Adventure""",b'Skylanders: Swap Force - Scratch / Fryno / Thorn Horn Camo',10/16/2011,05/29/2014
23705,3170,2638,b'Hot Wheels: Battle Force 5',b'Battle of the Bands',11/17/2009,04/21/2008
23706,1607,5331,b'Command & Conquer: Red Alert 3 Ultimate Edition',b'Command & Conquer: Red Alert - Retaliation',03/23/2009,12/03/2009
23707,461,5380,b'From Dust',b'From Dust',07/27/2011,07/27/2011
23708,3135,5252,b'Guitar Hero: Aerosmith',b'Guitar Hero: World Tour',06/29/2008,10/26/2008
23709,446,1482,"b""Final Fantasy XIII-2 Collector's Edition""",b'Lightning Returns: Final Fantasy XIII - The Premium Collection',01/31/2012,11/25/2013
23710,642,5949,b'LEGO Star Wars: The Complete Saga',b'Pure / LEGO Batman: The Videogame',11/06/2007,01/01/2009
23711,1460,3892,"b""Assassin's Creed: Freedom Cry""",b'Far Cry 3: Blood Dragon',12/17/2013,04/30/2013
23712,2375,183,b'Resident Evil: The Darkside Chronicles',b'Resident Evil: Operation Raccoon City',06/17/2012,03/20/2012
23713,2415,855,b'Rocksmith 2014',b'2014 FIFA World Cup Brazil',,04/17/2014
23714,1171,4294,b'Test Drive Unlimited 2',b'Test Drive Unlimited 2',02/08/2011,02/11/2011
23715,2708,4066,"b""Tom Clancy's EndWar""","b""Tom Clancy's Rainbow Six: Vegas 2 (Limited Edition)""",11/04/2008,03/18/2008
23716,32,1453,b'All-Pro Football 2K8',b'Football Genius: The Ultimate Quiz',07/16/2007,09/30/2009
23717,2439,5432,b'Sam & Max Beyond Time and Space',b'Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled',10/18/2011,10/01/2009
23718,39,2092,b'Anarchy Reigns',b'Anarchy Reigns (Limited Edition)',01/08/2013,01/11/2013
23719,3434,1161,b'Pro Evolution Soccer 2008',b'MLB Power Pros 2008',03/18/2008,07/28/2008
23720,1890,3881,b'Hasbro Family Game Night 3',b'Family Feud: Decades',10/26/2010,12/13/2011
23721,410,309,b'Faery: Legends of Avalon',b'Guitar Hero III: Legends of Rock',11/10/2010,10/28/2007
23722,2215,829,b'NHL 09',b'NHL 2K8',09/09/2008,09/11/2007
23723,187,3255,b'Call of Duty: World at War',b'Gears of War: Triple Pack',11/11/2008,02/15/2011
23724,2613,2840,b'Super Street Fighter IV',b'Street Fighter Alpha 3',04/27/2010,10/18/2011
23725,2121,6178,b'Mobile Suit Gundam Battlefield Record U.C. 0081',b'Battlefield 4: Premium',09/16/2010,10/29/2013
23726,1572,2270,b'Call of Duty: World at War',b'Call of Duty: Black Ops II - South American Flags of the World Calling Card Pack',11/11/2008,04/11/2013
23727,1327,987,b'Virtua Fighter 5 Final Showdown',b'Final Fantasy XI Online: Ultimate Collection - Seekers Edition',06/06/2012,03/26/2013
23728,2574,6691,b'Space Channel 5: Part 2',b'Dead Space 2 (Limited Edition)',10/05/2011,01/25/2011
23729,2224,861,b'NHL 2K9',b'3 on 3 NHL Arcade',09/08/2008,02/05/2009
23730,3284,1252,b'Mario Kart 64',b'Wave Race 64: Kawasaki Jet Ski',01/29/2007,08/06/2007
23731,1728,3776,b'Dungeons & Dragons: Chronicles of Mystara.',b'Dungeons & Dragons: Chronicles of Mystara',06/18/2013,06/18/2013
23732,1707,4728,b'Dragon Age: Origins - Awakening',b'Dragon Age: Origins - The Stone Prisoner',03/16/2010,11/03/2009
23733,974,1705,b'Resident Evil 4 HD',b'Resident Evil 6',09/20/2011,10/02/2012
23734,1459,4125,"b""Assassin's Creed: Brotherhood""","b""Assassin's Creed: Revelations - Mediterranean Traveler Map Pack""",11/16/2010,01/24/2012
23735,1090,468,b'Sniper: Ghost Warrior',"b""Tom Clancy's Ghost Recon: Advanced Warfighter 2""",06/29/2010,03/06/2007
23736,1569,3554,b'Call of Duty: Ghosts',b'Call of Duty: Modern Warfare 2',11/05/2013,11/10/2009
23737,3426,4747,b'Planet 51',b'Planet Fish',11/17/2009,04/04/2011
23738,2245,3784,b'One Piece: Pirate Warriors 2',b'Dynasty Warriors 7: Xtreme Legends',09/30/2013,11/15/2011
23739,730,2745,b'Metro: Last Light - Limited Edition',b'Metro: Last Light',05/14/2013,05/14/2013
23740,2312,3674,b'Puzzle Agent',b'Money Puzzle Exchanger',04/19/2011,11/16/2010
23741,295,6366,b'Dead Space Ignition',b'Space Channel 5: Part 2',10/13/2010,10/05/2011
23742,1784,5148,b'Fast & Furious: Showdown',b'DiRT: Showdown',05/21/2013,06/12/2012
23743,942,493,b'Race Driver: Grid',b'GRID',06/03/2008,06/03/2008
23744,348,2885,b'Dragon Age: Origins - Ultimate Edition',b'Far Cry 3: Blood Dragon',10/25/2010,05/01/2013
23745,415,4986,b'Fallout 3: Game of the Year Edition',b'Fallout 3: Game of the Year Edition',10/21/2009,10/13/2009
23746,2247,5330,b'Operation Flashpoint: Red River',b'Command & Conquer: Red Alert 3 (Ultimate Edition)',06/07/2011,03/23/2009
23747,1705,4721,b'Dragon Age: Inquisition',b'Dragon Age: Origins - Feastday Combo Pack',11/18/2014,04/01/2010
23748,2410,2693,b'Rocket Knight',b'Rocket Knight',05/11/2010,05/12/2010
23749,1853,5624,b'Grand Theft Auto IV: The Complete Edition',b'P.T.O. - Pacific Theater of Operations IV',10/26/2010,07/30/2013
23750,2080,1079,b'Matt Hazard: Blood Bath and Beyond',b'Call of Juarez: Bound in Blood',01/07/2010,06/30/2009
23751,1853,3682,b'Grand Theft Auto IV: The Complete Edition',b'Monster World IV',10/26/2010,05/22/2012
23752,3526,4914,b'Skylanders Giants',b'Skylanders Giants: Hex (Series 2) / Slam Bam (Series 2) / Shroomboom',10/21/2012,06/18/2013
23754,3288,1420,b'Mario Power Tennis',b'Super Mario Bros. 3',03/09/2009,11/05/2007
23755,1829,4692,b'Generator Rex: Agent of Providence',b'Generator Rex: Agent of Providence',11/01/2011,11/01/2011
23756,3489,4968,b'Sam & Max Save the World',b'Sam & Max: Season One',10/14/2008,10/14/2008
23758,642,1808,b'LEGO Star Wars: The Complete Saga',b'Culdcept Saga',11/06/2007,02/05/2008
23759,827,1120,b'NCAA March Madness 08',b'NHL 08',12/11/2007,09/12/2007
23760,743,2342,b'Minute to Win It',b'Dark Souls: Prepare to Die Edition',10/18/2011,10/26/2012
23761,1275,486,"b""Tony Hawk's Project 8""",b'Grand Theft Auto: The Ballad of Gay Tony',11/07/2006,10/29/2009
23762,1803,3437,b'Final Fantasy XIII',b'Final Fantasy XIII-2',03/09/2010,01/31/2012
