@info
{
    "table":{
        "name":"candset_minus_gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT
7871,3154,5266,b'Harvest Moon: Magical Melody',b'Harvest Moon: Tree of Tranquility',08/25/2009,09/30/2008
7872,1865,3977,"b""GTI Club + Rally Cote D'Azur""",b'Midnight Club 3: DUB Edition Remix',01/15/2009,12/19/2012
7873,2096,6624,b'Metal Gear Solid V Ground Zeroes',b'Metal Gear Solid 3: Subsistence',03/18/2014,08/21/2012
7874,3,4256,b'11 Eyes: CrossOver',b'FIFA Soccer 11',04/02/2009,09/30/2010
7875,2401,867,b'Rock Band 3',b'AC/DC Live: Rock Band - Track Pack',10/26/2010,11/02/2008
7876,351,6316,b'Dragon Ball Z: Ultimate Tenkaichi',b'Double Dragon Neon',10/25/2011,09/12/2012
7877,1847,2535,b'Gran Turismo 5 XL Edition',b'Biohazard 5 (Alternative Edition) / Biohazard: Revival Selection Twin Pack',01/17/2012,03/15/2012
7878,2351,3215,b'Record of Agarest War 2 Limited Edition',b'God of War III (Ultimate Trilogy Edition)',06/27/2012,03/19/2010
7879,642,1383,b'LEGO Star Wars: The Complete Saga',b'LEGO The Lord of the Rings: Middle-earth Character Pack 2',11/06/2007,12/11/2012
7880,1969,752,b'Karaoke Revolution Presents: American Idol Encore',b'Deus Ex: Human Revolution - Explosive Mission Pack',03/18/2008,10/18/2011
7881,3535,6268,b'Sonic and the Black Knight',b'Sonic the Hedgehog 2',03/03/2009,06/11/2007
7882,1109,5692,b'Soul Calibur IV & Tekken 6',"b""Assassin's Creed IV: Black Flag (Special Edition)""",10/30/2012,10/29/2013
7883,2286,6313,b'Port Royale 3: Pirates & Merchants',b'Port Royale 3: New Adventures',10/09/2012,05/28/2013
7884,1803,3436,b'Final Fantasy XIII',b'Final Fantasy XIII',03/09/2010,03/09/2010
7885,2725,2498,"b""Tony Hawk's Pro Skater HD""",b'Tony Hawk: Shred',08/28/2012,10/26/2010
7886,299,3295,b'Deadliest Warrior: Ancient Combat',b'Ace Combat: Assault Horizon',04/16/2012,10/14/2011
7887,5,4252,b'2010 FIFA World Cup South Africa',b'FIFA Soccer 07',04/30/2010,10/31/2006
7888,1113,3803,b'Space Invaders Infinity Gene',b'Disney Infinity',09/15/2010,08/18/2013
7889,1170,4294,b'Test Drive Unlimited',b'Test Drive Unlimited 2',09/05/2006,02/11/2011
7890,1369,4292,b'WWE Legends of Wrestlemania',b'Test Drive: Ferrari Racing Legends',03/24/2009,07/03/2012
7891,245,1799,b'Crysis 2',b'Crysis 3',03/22/2011,02/22/2013
7892,413,4988,b'Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout',b'Fallout 3: Operation: Anchorage',08/25/2009,01/27/2009
7893,93,98,b'Battlefield: Bad Company 2',b'Wolf of the Battlefield: Commando 3',03/02/2010,06/11/2008
7894,737,1291,b'Midway Arcade Origins',b'Super Street Fighter IV: Arcade Edition',11/13/2012,06/28/2011
7895,2043,619,b'Madden NFL 08',b'NASCAR 08',08/14/2007,07/23/2007
7896,2890,4905,b'Battle of Giants: Dinosaurs Strike',b'Skylanders Giants: Eruptor (LightCore)',,10/21/2012
7897,2562,3968,b'Sonic the Hedgehog 4: Episode 1',b'Tales of Graces f (Special Day 1 Edition)',10/12/2010,08/31/2012
7898,1891,4435,b'Hasbro Family Game Night 4: The Game Show',b'Summon Night',11/01/2011,07/20/2012
7899,58,5682,"b""Assassin's Creed III: Liberation HD""","b""Assassin's Creed III""",01/15/2014,10/30/2012
7900,1538,1731,b'Borderlands 2: Add-On Content Pack',"b""Borderlands: Mad Moxxi's Underdome Riot""",02/26/2013,01/07/2010
7901,798,253,b'NBA 2K13',b'NBA 2K14',10/02/2012,10/01/2013
7902,493,5144,b'Grand Theft Auto IV: The Complete Edition',"b""Street Fighter IV (Collector's Edition)""",10/26/2010,02/17/2009
7903,1456,233,"b""Assassin's Creed III: Liberation HD""","b""Assassin's Creed: Connor Saga""",01/14/2014,03/20/2014
7904,2629,4340,b'Tekken 5: Dark Resurrection',b'Skylanders: Swap Force - Dark Edition Starter Pack',07/25/2006,10/13/2013
7905,1855,5981,b'Grand Theft Auto V (Special Edition)',b'Grand Theft Auto IV (Complete Edition)',09/17/2013,10/27/2010
7906,3237,1137,b'Lego Indiana Jones: The Original Adventures',"b""LEGO Harry Potter: Years 1-4  (Collector's Edition)""",06/03/2008,06/25/2010
7907,63,5686,"b""Assassin's Creed: Revelations""","b""Assassin's Creed III: The Tyranny of King Washington - The Infamy""",11/15/2011,02/19/2013
7908,1278,574,b'Too Human',b'Deus Ex: Human Revolution (Benelux Edition)',08/19/2008,08/26/2011
7909,1924,4723,b'Ice Age: Dawn of the Dinosaurs',b'Dragon Age: Origins - Feastday Pranks',06/30/2009,04/01/2010
7910,3219,2813,"b""Kirby's Adventure""","b""Kirby's Adventure""",02/20/2007,02/12/2007
7911,1570,1073,b'Call of Duty: Modern Warfare 2',b'Call of Duty: MW3 (DLC Collection 1 Included)',11/10/2009,01/01/2012
7912,261,6583,"b""Dance! It's Your Stage""","b""Tomoyo After: It's a Wonderful Life""",09/08/2010,09/22/2010
7913,2184,6705,b'NBA Jam',b'Def Jam: Icon',11/16/2010,03/06/2007
7914,2274,5996,b'PixelJunk Racers: 2nd Lap',b'Phineas and Ferb: Across the 2nd Dimension',08/24/2010,08/02/2011
7915,674,2273,b'Madden NFL 12',b'Madden NFL 06',08/30/2011,11/17/2005
7916,1184,4489,b'The Chronicles of Narnia: Prince Caspian',b'The Chronicles of Riddick: Assault on Dark Athena',05/15/2008,04/07/2009
7917,866,3737,"b""Ninja Gaiden 3: Razor's Edge""",b'Ninja Chop!!',04/02/2013,03/11/2010
7918,2528,4438,b'Sky Fighter',b'Super Puzzle Fighter II Turbo HD Remix',11/16/2010,08/30/2007
7919,61,5692,"b""Assassin's Creed Rogue""","b""Assassin's Creed IV: Black Flag (Special Edition)""",11/11/2014,10/29/2013
7920,1091,469,b'Sniper: Ghost Warrior 2',"b""Tom Clancy's Ghost Recon: Advanced Warfighter 2 (Legacy Edition)""",03/12/2013,04/01/2008
7921,2471,3490,b'Sengoku Musou 3 Z',b'Sengoku Mahjong',02/10/2011,07/15/2009
7922,2919,18,b'Brothers in Arms: Double Time',"b""Tom Clancy's Splinter Cell: Double Agent""",08/05/2008,11/28/2006
7923,2656,118,b'The Fight: Lights Out',b'Hot Shots Golf: Out of Bounds',11/09/2010,03/18/2008
7924,1872,3225,b'Guitar Hero: Smash Hits',b'DJ Hero (Renegade Edition)',06/16/2009,10/30/2009
7925,633,1375,b'LEGO Harry Potter: Years 1-4',b'LEGO Pirates of the Caribbean: The Video Game',06/29/2010,05/10/2011
7926,1784,2220,b'Fast & Furious: Showdown',b'Megamind: Ultimate Showdown',05/21/2013,11/02/2010
7927,145,941,b'Borderlands',b'Borderlands: Double Game Add-on Pack',10/20/2009,04/06/2010
7928,73,2578,b'Bakugan: Battle Brawlers',b'Skylanders Giants: Golden Dragonfire Cannon Battle Pack',,10/21/2012
7929,190,3597,b'Call of Juarez: Cartel',b'Call of Juarez',07/19/2011,06/05/2007
7931,2533,3712,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Lightning Rod (Series 2)',10/16/2011,12/21/2012
7932,985,1716,b'Ridge Racer Unbounded',b'Ridge Racer Unbounded',03/27/2012,03/27/2012
7933,2191,1615,b'NCAA Basketball 10',b'FIFA Soccer 10',11/17/2009,10/20/2009
7934,1215,1395,b'The Penguins of Madagascar: Dr. Blowhole Returns - Again!',b'Lightning Returns: Final Fantasy XIII - Divine Wear',09/06/2011,11/25/2013
7935,478,4570,b'Gears of War Triple Pack',b'Gears of War 2 (Limited Edition)',02/15/2011,11/07/2008
7936,3700,2652,b'Wii Chess',b'Big Brain Academy: Wii Degree',01/28/2008,06/12/2007
7937,2258,6001,b'Penny Arcade Adventures: Episode One',b'Pinball Arcade Season One Bundle',10/23/2008,05/21/2013
7938,1598,3981,b'Clash of the Titans',b'Might & Magic: Clash of Heroes - I am the Boss',07/27/2010,09/13/2011
7939,474,4085,b'Gears of War 2',b'Transformers: War for Cybertron',11/07/2008,06/22/2010
7940,1790,1614,b'FIFA Soccer 08',b'FIFA Soccer 09',10/09/2007,10/01/2008
7941,1607,1433,b'Command & Conquer: Red Alert 3 Ultimate Edition',"b""Red Johnson's Chronicles""",03/23/2009,05/03/2011
7942,1311,6461,b'Ultimate Marvel Vs. Capcom 3',b'Marvel Ultimate Alliance 2',11/15/2011,09/15/2009
7943,863,5384,b'Ninja Blade',b'Fruit Ninja Kinect',04/07/2009,08/10/2011
7944,463,4164,b'Frontlines: Fuel of War',b'A Kitchen Sink War',02/26/2008,11/26/2008
7945,1806,3427,b'Final Fantasy XIV: A Realm Reborn',b'Final Fantasy II',08/27/2013,07/08/2009
7946,709,1687,"b""Mass Effect 2: Collector's Edition""",b'Mass Effect 3: Citadel',01/26/2010,03/05/2013
7947,711,1681,"b""Mass Effect 3 - N7 Collector's Edition""",b'Mass Effect 2: Kasumi: Stolen Memory',03/06/2012,04/06/2010
7948,1855,5985,b'Grand Theft Auto V (Special Edition)',b'Grand Theft Auto: San Andreas',09/17/2013,12/11/2012
7949,2324,5289,b'Rainbow Moon',b'Bokuj\xc5\x8d Monogatari: Harvest Moon for Girl',07/12/2012,12/24/2008
7950,479,4565,b'Gears of War: Judgment',b'Gears of War',03/19/2013,11/07/2006
7951,474,4570,b'Gears of War 2',b'Gears of War 2 (Limited Edition)',11/07/2008,11/07/2008
7952,3291,1955,b'Mario Super Sluggers',b'Mario Super Sluggers',08/25/2008,08/25/2008
7953,2084,2450,b'Medal of Honor: Airborne',b'Spec Ops: Airborne Commando',11/19/2007,07/30/2009
7954,700,3767,b'Marvel Ultimate Alliance / Forza 2 Combo Pack',b'Skylanders: Swap Force - Scratch / Fryno / Thorn Horn Camo',05/29/2007,05/29/2014
7955,710,1674,b'Mass Effect 3',b'Mass Effect',03/06/2012,11/20/2007
7956,276,6035,b'Days of Thunder: Arcade',b'Namco Museum: Virtual Arcade',02/25/2011,11/04/2008
7957,2121,3671,b'Mobile Suit Gundam Battlefield Record U.C. 0081',b'Mobile Suit Gundam: Battle Operation',09/16/2010,06/28/2012
7958,809,261,b'NBA Live 07',b'NBA Live 06',09/26/2006,11/16/2005
7959,1996,3710,b'Legendary',b'Skylanders Giants: Legendary Ignitor / Legendary Slam Bam / Legendary Jet-Vac',10/31/2008,10/21/2012
7960,1134,3750,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Heavy Duty Sprocket (Series 2) / Twin Blade Chop Chop (Series 3) / Scorp',09/16/2008,10/16/2013
7961,2183,6002,b'NBA Ballers: Chosen One',b'Pinball Arcade Season One Pro Bundle',04/21/2008,05/21/2013
7962,350,6334,b'Dragon Ball Z: Burst Limit',b'Dragon Age: Origins - The Golems of Amgarrak',06/10/2008,08/10/2010
7963,438,5143,b'FIFA Street',b'Street Fighter IV',03/16/2012,02/17/2009
7964,2562,853,b'Sonic the Hedgehog 4: Episode 1',b'1 on 1',10/12/2010,09/24/2009
7965,2708,4065,"b""Tom Clancy's EndWar""","b""Tom Clancy's Rainbow Six: Vegas 2""",11/04/2008,03/18/2008
7966,1900,662,b'Heroes Over Europe',b'LEGO Marvel Super Heroes',09/15/2009,11/15/2013
7967,548,1000,b'Hitman HD Trilogy',b'Hitman: Sniper Challenge',01/29/2013,05/15/2012
7968,3240,1140,b'LEGO Star Wars III: The Clone Wars',b'LEGO Indiana Jones: The Original Adventures',03/22/2011,06/03/2008
7969,3376,1973,b'New Play Control!: Pikmin 2',b'NES Play Action Football',06/10/2012,09/10/2007
7970,963,787,b'Record of Agarest War Zero',b'Record of Agarest War Zero (Limited Edition)',06/14/2011,06/01/2011
7971,1929,5663,b'InFamous Collection',b'inFAMOUS',08/28/2012,05/26/2009
7972,187,3132,b'Call of Duty: World at War',b'Call of Duty: MW3 - Content Pack 2',11/11/2008,02/21/2012
7973,2039,3648,b'Madagascar 3: The Video Game',b'Madagascar: Escape 2 Africa',06/05/2012,11/04/2008
7974,2222,830,b'NHL 2K7',b'NHL 2K9',11/13/2006,09/09/2008
7975,148,934,b'Borderlands 2: Add-On Content Pack',"b""Borderlands 2 (Deluxe Vault Hunter's Collectors Edition)""",02/26/2013,09/18/2012
7976,2533,5536,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Eruptor / Chop Chop / Bash""",10/16/2011,10/16/2011
7977,3436,570,b'Pro Evolution Soccer 2010',b'PES 2009: Pro Evolution Soccer',10/22/2009,03/26/2009
7978,2806,2186,b'WWE SmackDown vs. Raw 2008',b'PES 2008: Pro Evolution Soccer',11/13/2007,10/25/2007
7979,463,4569,b'Frontlines: Fuel of War',b'Gears of War 2: Game of the Year Edition',02/26/2008,09/01/2009
7980,525,5467,b'Halo Wars',b'Halo Wars: Platinum Hits',03/03/2009,09/12/2011
7981,984,2727,b'Ridge Racer 6',"b'Memories Off 6: NR - ""T-wave"" Second Chapter (Genteiban)'",11/17/2005,08/27/2009
7982,1024,439,b'Saints Row 2',b'Saints Row 2: Ultor Exposed',10/14/2008,04/23/2009
7983,1803,2846,b'Final Fantasy XIII',"b""Final Fantasy XIII (Limited Collector's Edition)""",03/09/2010,03/09/2010
7984,351,6320,b'Dragon Ball Z: Ultimate Tenkaichi',b'Dragon Age II (BioWare Signature Edition)',10/25/2011,03/08/2011
7985,3503,4412,b'Sea Monsters: A Prehistoric Adventure',b'Sea Monsters: A Prehistoric Adventure',12/10/2007,12/06/2007
7986,2602,2841,b'Street Fighter IV',"b""Street Fighter Alpha: Warriors' Dreams""",02/17/2009,08/14/2008
7987,693,6453,b'Man Vs. Wild',b'Man vs. Wild with Bear Grylls',04/12/2011,04/12/2011
7988,849,3721,b'NHL 13',b'NHL 09',09/11/2012,09/11/2008
7989,1230,3545,b'The Walking Dead: Episode 2: Starved for Help',b'The Walking Dead',06/27/2012,12/11/2012
7990,2530,5758,b'Skylanders Giants',b'Skylanders: Swap Force - Night Shift / Boom Jet',10/21/2012,11/15/2013
7991,1213,3811,b'The Orange Box',b'Disney Infinity: Phineas and Ferb Toy Box Pack',10/09/2007,03/15/2014
7992,2362,5421,"b""Red Johnson's Chronicles - One Against All""",b'Tales of Symphonia Chronicles',09/11/2012,02/25/2014
7993,679,5489,b'Mafia II',b'2K Power Pack: The Darkness II / BioShock 2 / Mafia II',08/24/2010,10/22/2013
7994,1791,2190,b'FIFA Soccer 09',b'PES 2012: Pro Evolution Soccer',10/13/2008,09/27/2011
7995,3529,5172,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Ignitor""",10/16/2011,03/23/2012
7996,587,3353,b'Just Cause 2',b'Just Dance 2014',03/23/2010,10/08/2013
7997,2392,3835,b'Risen 2: Dark Waters',b'Dark Sector',08/03/2012,03/25/2008
7998,2015,2387,b'Lightning Returns: Final Fantasy XIII',b'Lightning Returns: Final Fantasy XIII - FFX Yuna',02/11/2014,02/11/2014
7999,3683,4872,b'Wacky World of Sports',b'Winter Sports 2: The Next Challenge',09/22/2009,11/25/2008
8000,1836,1078,b'God of War Collection',b'Call of Duty: World at War - Map Pack 3',11/17/2009,08/06/2009
8001,165,1655,"b""Cabela's African Safari""","b""Cabela's Big Game Hunter 2012 (With Top Shot Elite)""",11/21/2006,09/27/2011
8002,2437,2003,b'Saints Row: The Third',b'Saints Row: The Third',11/15/2011,11/15/2011
8003,2472,3308,b'Shadow of the Colossus',b'Castlevania: Lords of Shadow (Limited Edition)',01/17/2012,10/05/2010
8004,841,6039,b'NFL Head Coach 09',b'NASCAR 09',09/02/2008,06/11/2008
8006,2551,3427,b'Soldner-X 2: Final Prototype',b'Final Fantasy II',05/25/2010,07/08/2009
8007,1098,2111,b'Sonic CD',b'Sonic Unleashed',12/14/2011,11/27/2008
8008,1234,5782,b'The Walking Dead: Survival Instinct',b'The Walking Dead: Season Two - Episode 2: A House Divided',03/19/2013,03/05/2013
8009,519,6487,b'Halo 3 Limited Edition',b'Fable II + Halo 3 Bundle',09/25/2007,05/01/2009
8010,2479,2052,b'Shaun White Snowboarding',b'Shaun White Snowboarding',11/16/2008,11/13/2008
8011,1870,3223,b'Guitar Hero: Aerosmith',b'DJ Hero',06/29/2008,11/30/2009
8012,3567,1419,b'Super Mario All-Stars: 25th Anniversary Edition',b'Super Mario Bros. 2',,10/01/2007
8013,1747,2523,b'Eat Lead: The Return of Matt Hazard',b'Beat Hazard Ultra',02/26/2009,10/18/2011
8014,2402,6078,b'Rock Band Country Track Pack',b'X Games Asia Track Pack',07/21/2009,07/27/2011
8015,1192,962,b'The Elder Scrolls V: Skyrim Legendary Edition',b'The Elder Scrolls V: Skyrim - Legendary Edition',06/04/2013,06/04/2013
8016,920,4252,b'Pro Evolution Soccer 2010',b'FIFA Soccer 07',11/03/2009,10/31/2006
8017,3601,2310,b'The Dog Island',b'Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood',05/06/2008,11/30/2009
8018,1084,3847,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Thumpback',10/16/2011,01/25/2013
8020,410,6501,b'Faery: Legends of Avalon',b'Warriors: Legends of Troy',11/10/2010,03/18/2011
8021,2460,6420,b'Sega Bass Fishing',b'Sonic & SEGA All-Stars Racing',10/04/2011,02/26/2010
8022,1204,1395,b'The King of Fighters XIII',b'Lightning Returns: Final Fantasy XIII - Divine Wear',11/22/2011,11/25/2013
8023,3235,1139,b'LEGO Harry Potter: Years 5-7',b'LEGO Indiana Jones 2: The Adventure Continues ',11/11/2011,11/17/2009
8024,890,5778,b'Penny Arcade Adventures: Episode One',b'The Walking Dead: Episode 3 - Long Road Ahead',05/21/2008,08/29/2012
8025,2355,1425,b'Red Dead Redemption',b'Red Dead Redemption: Undead Nightmare',05/18/2010,11/23/2010
8026,3474,2439,b'Rock Band Track Pack Volume 2',b'Karaoke Revolution: Glee - Volume 2',11/17/2008,04/05/2011
8027,24,4167,b'Alan Wake',"b""Alan Wake (Limited Collector's Edition)""",05/18/2010,05/14/2010
8028,2622,5425,b'Tales of Graces f',"b""Tales of Xillia (Collector's Edition)""",03/13/2012,08/06/2013
8029,1629,131,b'Dance Magic',b'Magic: The Gathering - Duels of the Planeswalkers',01/08/2013,11/23/2010
8030,3223,2816,b'Kirbys Dream Collection',"b""Kirby's Dream Course""",08/28/2012,07/23/2007
8032,2864,4028,b'Anubis II',b'Anubis II',09/11/2007,09/11/2007
8033,2213,5820,b'NFL Tour',b'NFL Head Coach 09',01/08/2008,09/02/2008
8034,2016,2393,"b""Lightning Returns:Final Fantasy XIII Collector's Edition""",b'Lightning Returns: Final Fantasy XIII - Sohei Saviori',02/11/2014,01/28/2014
8035,463,4491,b'Frontlines: Fuel of War',b'Civil War: Secret Missions',02/26/2008,11/04/2008
8036,2962,4786,b'Contra ReBirth',b'Gradius ReBirth',09/07/2009,03/09/2009
8037,1855,5987,b'Grand Theft Auto V (Special Edition)',b'Grand Theft Auto V',09/17/2013,09/17/2013
8038,3403,1132,b'Overlord: Dark Legend',b'The Legend of Zelda',06/23/2009,11/19/2006
8040,1659,6698,b'Dead to Rights: Retribution',b'Dead to Rights: Retribution',04/27/2010,04/27/2010
8041,3012,3901,b'Disney Epic Mickey',b'Disney Epic Mickey',11/25/2010,11/30/2010
8042,1233,5778,b'The Walking Dead: Episode 5: No Time Left',b'The Walking Dead: Episode 3 - Long Road Ahead',11/21/2012,08/29/2012
8043,3534,6265,b'Sonic & SEGA All-Stars Racing',b'Sonic & SEGA All-Stars Racing',02/23/2010,02/26/2010
8044,190,895,b'Call of Juarez: Cartel',"b""Army of Two: The Devil's Cartel""",07/19/2011,03/26/2013
8045,1838,1077,b'God of War Origins Collection',b'Call of Duty: World at War - Map Pack 2',09/13/2011,06/11/2009
8046,2537,2524,b'Sly 2: Band of Thieves',b'The Beatles: Rock Band',11/29/2011,09/09/2009
8047,569,6491,b'Iron Man',b'Wallace & Gromit in The Bogey Man',05/02/2008,11/04/2009
8048,1454,4125,"b""Assassin's Creed II""","b""Assassin's Creed: Revelations - Mediterranean Traveler Map Pack""",11/17/2009,01/24/2012
8049,3207,2639,b'Just Dance: Summer Party',b'Beach Fun: Summer Challenge',07/19/2011,06/18/2009
8051,1804,213,b'Final Fantasy XIII-2',b'Final Fantasy XIII-2: Opponent - Ultros & Typhon',01/31/2012,03/27/2012
8052,2245,5874,b'One Piece: Pirate Warriors 2',b'Darkstalkers: The Night Warriors',09/30/2013,11/29/2011
8053,3403,1121,b'Overlord: Dark Legend',b'The Legend of Kage',06/23/2009,02/19/2007
8054,157,4301,b'Br\xc3\xbctal Legend',b'Lara Croft Tomb Raider: Legend',10/13/2009,04/11/2006
8055,1877,3417,b'Hail to the Chimp',b'Enslaved: Odyssey to the West - Premium Edition',06/30/2008,10/22/2013
8056,1030,1499,b'Samurai Warriors 2',b'Samurai Warriors 2: Empires',09/20/2006,02/27/2007
8057,2480,2202,b'Shellshock 2: Blood Trails',b'Matt Hazard: Blood Bath and Beyond',02/24/2009,01/07/2010
8058,2591,2826,b'Star Ocean: The Last Hope',b'Star Ocean: The Last Hope - International',02/09/2010,02/09/2010
8059,2446,5611,b'SBK 2011: Superbike World Championship',b'WSC Real 09: World Snooker Championship',03/13/2011,04/03/2009
8060,2374,182,b'Resident Evil: Revelations',"b""Resident Evil: Director's Cut""",05/21/2013,05/28/2009
8061,1271,982,b'Tomb Raider: The Final Hours Edition',b'Final Fantasy XI Online: Heroes of Abyssea',03/05/2013,11/23/2010
8062,1082,59,b'Skylanders Swap Force',"b""Skylanders: Spyro's Adventure - Wrecking Ball / Stealth Elf / Sonic Boom""",,11/15/2011
8064,842,1043,b'NFL Tour',b'BurgerTime: World Tour',01/08/2008,11/02/2011
8065,407,6487,"b""Fable III: Limited Collector's Edition""",b'Fable II + Halo 3 Bundle',10/26/2010,05/01/2009
8066,2824,6017,b'Zen Pinball 2',b'Pinball FX2: Captain America',09/04/2012,09/04/2012
8067,2426,1224,b'Ryoufuu no Melt: Days in the Sanctuary',b'Aquanaut no Ky\xc5\xabjitsu 2',12/15/2011,08/13/2008
8068,2652,3405,b'The Elder Scrolls V: Skyrim',"b""The Elder Scrolls V: Skyrim (Collector's Edition)""",11/11/2011,11/11/2011
8070,415,790,b'Fallout 3: Game of the Year Edition',b'Red Dead Redemption: Game of the Year Edition',10/21/2009,10/11/2011
8071,984,2547,b'Ridge Racer 6',b'Biohazard 6 (Premium Edition)',11/17/2005,10/05/2012
8072,912,2351,"b""Prey: Limited Collector's Edition""",b'Prey',07/11/2006,07/11/2006
8073,2502,514,b'SingStar Guitar',b'SingStar',10/15/2010,05/20/2008
8074,1680,759,b'Devil May Cry 4',b'Devil May Cry HD Collection',02/05/2008,03/28/2012
8075,2371,6162,b'Resident Evil Raccoon City Special Edition',b'Batman: Arkham City - Nightwing Bundle Pack',03/20/2012,11/01/2011
8076,3321,5071,b'Monster Hunter G',b'Monster Trux Extreme: Offroad Edition',04/03/2009,03/01/2008
8077,2284,655,b'PlayStation Move Heroes',b'LEGO Batman 2: DC Super Heroes',03/22/2011,06/19/2012
8078,811,1117,b'NBA Live 09',b'NFL Head Coach 09',10/07/2008,09/02/2008
8079,1804,217,b'Final Fantasy XIII-2',"b""Final Fantasy XIII-2: Serah's Outfit - N7 Armor""",01/31/2012,03/27/2012
8080,1283,3141,b'Toy Soldiers: Cold War',b'Call of Duty: The War Collection',08/17/2011,06/08/2010
8082,1082,2583,b'Skylanders Swap Force',b'Skylanders Giants: Ignitor (Series 2) / Chill / Zook (Series 2)',,10/21/2012
8083,1656,6691,b'Dead Space 3',b'Dead Space 2 (Limited Edition)',02/05/2013,01/25/2011
8084,2989,2430,b'Dance Sensation!',b'Just Dance 3',06/16/2010,10/07/2011
8085,1271,6208,b'Tomb Raider: The Final Hours Edition',"b""Final Fantasy XIII-2: Serah's Outfit - Style and Steel""",03/05/2013,04/10/2012
8086,370,5834,b'Dynasty Warriors 6: Empires',b'Dynasty Warriors: Strikeforce',06/23/2009,10/01/2009
8087,216,1370,b'Chronicles of Riddick: Assault on Dark Athena',b'Perfect Dark Zero',04/07/2009,11/22/2005
8088,2341,5398,b'Ratchet & Clank: Tools of Destruction and Ratchet & Clank: A Crack in Time',b'Crash Time 4: The Syndicate',07/22/2011,11/30/2011
