@info
{
    "table":{
        "name":"candset",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"wgec_el_30k",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"A.id",
                "type":"TEXT"
            },
            {
                "name":"B.id",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,A.id:TEXT,B.id:TEXT
700,38279758,38279758#HappEshopper
701,39403837,39403837#HappEshopper
702,39567896,39567896#HappEshopper
703,15047785,15047785#Bic Warehouse
704,39761617,39761617#HappEshopper
705,19867059,19867059#Tonzof
706,35193827,35193827#HappEshopper
707,35845316,35845316#HappEshopper
708,38291046,38291046#HappEshopper
709,38378209,38378209#HappEshopper
710,38378210,38378210#HappEshopper
711,39403843,39403843#HappEshopper
712,30946321,30946321#HappEshopper
713,33127374,33127374#HappEshopper
714,15188171,15188171#Bic Warehouse
715,33164386,33164386#HappEshopper
716,35882467,35882467#HappEshopper
717,39403707,39403707#HappEshopper
718,39403847,39403847#HappEshopper
719,39403881,39403881#HappEshopper
720,39796447,39796447#HappEshopper
721,39822865,39822865#HappEshopper
722,41269189,41269189#HappEshopper
723,15993993,15993993#Bic Warehouse
724,41269197,41269197#HappEshopper
725,41269258,41269258#HappEshopper
726,41269262,41269262#HappEshopper
727,41269311,41269311#HappEshopper
728,41378013,41378013#HappEshopper
729,828706,828706#Walmart.com
730,41982063,41982063#HappEshopper
731,42748111,42748111#HappEshopper
732,42748133,42748133#HappEshopper
733,40945611,40945611#HappEshopper
734,41269321,41269321#HappEshopper
735,41879102,41879102#HappEshopper
736,41981898,41981898#HappEshopper
737,41981914,41981914#HappEshopper
738,41981930,41981930#HappEshopper
739,41981945,41981945#HappEshopper
740,41982011,41982011#HappEshopper
741,830449,830449#Walmart.com
742,42748094,42748094#HappEshopper
743,41269188,41269188#HappEshopper
744,41269254,41269254#HappEshopper
745,41269318,41269318#HappEshopper
746,41966141,41966141#HappEshopper
747,42517012,42517012#HappEshopper
748,42517024,42517024#HappEshopper
749,42517033,42517033#HappEshopper
750,42748081,42748081#HappEshopper
751,42782164,42782164#HappEshopper
752,42782170,42782170#HappEshopper
753,833019,833019#Walmart.com
754,41269198,41269198#HappEshopper
755,41269236,41269236#HappEshopper
756,41269253,41269253#HappEshopper
757,41378019,41378019#HappEshopper
758,41858022,41858022#HappEshopper
759,41982002,41982002#HappEshopper
760,41982003,41982003#HappEshopper
761,41982024,41982024#HappEshopper
762,41982052,41982052#HappEshopper
763,42348621,42348621#HappEshopper
764,42517017,42517017#HappEshopper
765,42549328,42549328#HappEshopper
766,42572318,42572318#HappEshopper
767,19885600,19885600#Tonzof
768,19885639,19885639#Tonzof
769,19885643,19885643#Tonzof
770,41269200,41269200#HappEshopper
771,19887923,19887923#Tonzof
772,41269212,41269212#HappEshopper
773,41688042,41688042#HappEshopper
774,19897308,19897308#Tonzof
775,41981935,41981935#HappEshopper
776,42517022,42517022#HappEshopper
777,42782159,42782159#HappEshopper
778,42963063,42963063#HappEshopper
779,40081965,40081965#HappEshopper
780,41161819,41161819#HappEshopper
781,41161820,41161820#HappEshopper
782,41269237,41269237#HappEshopper
783,41269287,41269287#HappEshopper
784,19598653,19598653#Bic Warehouse
785,41269307,41269307#HappEshopper
786,41378016,41378016#HappEshopper
787,41879042,41879042#HappEshopper
788,10038408,10038408#Tonzof
789,10056413,10056413#Tonzof
790,41981905,41981905#HappEshopper
791,10073797,10073797#Tonzof
